YEAR;ALLSKY_SFC_SW_DWN;CLRSKY_SFC_SW_DWN;ALLSKY_KT;ALLSKY_SFC_LW_DWN;CLRSKY_SFC_PAR_TOT;T2M;T2MDEW;T2MWET;QV2M;RH2M;PRECTOTCORR;PS;WS10M;WD10M;TOA;Clear sky GHI;Clear sky BHI;Clear sky DHI;Clear sky BNI;GHI;BHI;DHI;BNI;Reliability
2021/08/26;6,41;6,8;0,64;418,87;128,6;35,13;5,22;20,18;5,49;16,38;0;100,09;3,62;216,56;10017,5615;6779,6201;3629,0984;3150,522;5001,9019;6272,6968;3142,4263;3130,2703;4268,1846;0,9865
2021/08/27;6,76;6,87;0,68;412,84;129,94;34,47;6,05;20,26;5,86;18,19;0;100,08;3,99;216,94;9974,7871;6973,4272;4103,0479;2870,3794;5779,0376;6973,4272;4103,0479;2870,3794;5779,0376;0,9823
2021/08/28;6,01;6,78;0,61;432,49;129,55;33,91;10,55;22,23;8,18;26,75;0,01;100,09;2,37;191,19;9931,4443;6577,2432;3422,9636;3154,2795;4709,1553;5809,9077;2661,665;3148,2424;3559,5444;0,9826
2021/08/29;6,31;6,62;0,64;431,08;126,33;35,15;10,07;22,62;7,69;22,75;0;99,95;3,25;220,75;9887,5537;6361,4136;3001,3196;3360,0942;4133,9136;5848,4995;2425,8274;3422,6724;3388,9832;0,9833
2021/08/30;5,64;6,61;0,58;428,09;126,25;32,96;15,23;24,09;10,99;37,88;0,04;100,15;3,94;102,44;9843,0889;6409,1641;3186,4143;3222,75;4374,6982;5657,7339;2368,8237;3288,9104;3241,5862;0,984
2021/08/31;6,23;6,59;0,64;426,53;125,8;34,14;12,99;23,57;9,58;31,94;0;100,23;4,09;112,5;9798,1025;6602,7573;3564,969;3037,7886;5054,165;6165,5806;3126,0349;3039,5459;4534,375;0,9844
2021/09/01;6,2;6,67;0,64;437,22;126,97;33,98;12,46;23,22;9,4;32,25;0;100,22;4,68;111,56;9752,5088;6835,8359;4202,9038;2632,9321;5961,5029;6738,7295;4146,2939;2592,4355;5753,98;0,9854
2021/09/02;6,07;6,51;0,62;430,73;123,9;33,42;16,58;25,01;12,08;42,31;0,05;100,35;6,27;83,06;9706,4043;6688,7144;3944,9832;2743,731;5577,1025;6688,7144;3944,9832;2743,731;5577,1025;0,9809
2021/09/03;5,9;6,42;0,61;434,34;122,04;34,19;13,66;23,92;10,44;36,19;0,04;100,23;4,26;105,25;9659,8008;6669,853;3887,5525;2782,3008;5537,1289;6612,6802;3779,9583;2832,7219;5411,9741;0,9812
2021/09/04;6,06;6,56;0,63;429,32;124,38;35,61;8,28;21,94;7,14;22,25;0,01;100,04;3,1;168,81;9612,5986;6506,0957;3496,8635;3009,2322;4912,6123;6443,729;3430,4463;3013,2825;4803,7725;0,9826
2021/09/05;6,25;6,42;0,66;425,52;123,57;33,86;15,69;24,77;11,47;37,69;0,07;100,23;4,97;80,38;9564,917;6363,9512;3425,9214;2938,03;4759,9507;6175,9907;3359,7944;2816,196;4557,0405;0,983
2021/09/06;6,43;6,48;0,68;410,76;125,45;30,44;17,23;23,84;12,27;46,69;0,06;100,56;6,91;80,12;9516,7666;6464,7427;3795,9482;2668,7944;5354,8721;6464,7427;3795,9482;2668,7944;5354,8721;0,9833
2021/09/07;6,5;6,72;0,69;399,66;129,88;28,9;14,47;21,69;10,38;43,56;0;100,78;3,93;78,56;9468,0312;6673,6411;4309,6206;2364,0205;6342,9492;6673,6411;4309,6206;2364,0205;6342,9492;0,9844
2021/09/08;6,37;6,48;0,68;399,98;124,79;29,93;12,5;21,21;9,09;36,69;0,06;100,61;3,52;161,31;9418,8516;6498,2974;3959,6416;2538,6555;5700,1846;6498,2974;3959,6416;2538,6555;5700,1846;0,9851
2021/09/09;5,6;5,96;0,6;424,97;113,84;33,46;9,58;21,52;7,45;24,56;0,32;100,22;6,32;214,19;9369,2344;6296,2305;3458,8821;2837,3484;4913,7588;6191,0757;3363,5786;2827,4971;4719,3735;0,9854
2021/09/10;6,26;6,33;0,67;407,41;121,03;33,31;8,99;21,15;7,14;22,75;0,09;100,22;6,26;261,62;9319,0586;6406,3428;3655,6333;2750,7092;5383,7783;6406,3428;3655,6333;2750,7092;5383,7783;0,9865
2021/09/11;6,39;6,46;0,7;401,75;124;30,97;13,26;22,11;9,64;35,5;0;100,41;3,56;176,38;9268,4668;6413,7949;3822,0786;2591,7163;5624,5601;6413,7949;3822,0786;2591,7163;5624,5601;0,9872
2021/09/12;6,4;6,55;0,7;396,6;126,33;29,63;14,11;21,87;10,13;40,88;0;100,41;3,65;108,5;9217,4756;6537,729;4342,3447;2195,3843;6449,4819;6537,729;4342,3447;2195,3843;6449,4819;0,9823
2021/09/13;6,41;6,42;0,7;393,07;122,99;30,11;13,18;21,64;9,46;37,38;0;100,49;3,26;97,81;9165,9551;6443,2065;4142,5435;2300,6631;6094,0518;6432,6802;4138,4453;2294,2349;6061,6987;0,9837
2021/09/14;6,01;6,23;0,66;404,93;120,46;30,6;12,23;21,42;8,97;35,25;0;100,62;4,02;134,25;9114,0928;6256,2354;3726,7957;2529,4399;5510,6211;6256,2354;3726,7957;2529,4399;5510,6211;0,9837
2021/09/15;6,16;6,21;0,68;400,12;117,93;31,42;7,19;19,31;6,29;23,12;0;100,62;3,58;151,12;9061,7793;6280,7988;3761,2625;2519,5361;5599,6372;6051,7939;3598,9219;2452,8721;5126,1079;0,9844
2021/09/16;6,13;6,17;0,69;399,55;117,28;31,54;7,57;19,55;6,47;23,88;0;100,59;3,91;139,69;9009,0156;6481,5923;4372,187;2109,4055;6593,5928;6481,5923;4372,187;2109,4055;6593,5928;0,9854
2021/09/17;6,03;6,1;0,68;401,73;115,17;31,67;3,8;17,73;5;18,12;0;100,35;4,71;160,5;8955,9453;6578,6841;4591,2329;1987,4513;7030,3164;6578,6841;4591,2329;1987,4513;7030,3164;0,9806
2021/09/18;6,23;6,28;0,7;395,72;118,01;31,86;1,97;16,91;4,39;15,56;0;100,18;4,41;172,75;8902,4521;6495,6372;4470,9297;2024,7074;6869,9829;6495,6372;4470,9297;2024,7074;6869,9829;0,9812
2021/09/19;6,3;6,35;0,72;389,26;118,54;32,27;1,76;17,01;4,27;15,12;0;100,24;3,56;160,56;8848,5527;6553,3862;4625,439;1927,947;7303,4248;6553,3862;4625,439;1927,947;7303,4248;0,9823
2021/09/20;5,15;6,18;0,59;417,52;116,95;31,9;2,87;17,39;4,82;17,31;0;100,26;4,53;162,56;8794,3789;6370,1348;4392,1123;1978,0223;6748,104;4840,1753;1963,0306;2877,1445;3342,0217;0,9722
2021/09/21;4,98;6,07;0,57;430,8;115,95;30,66;10,94;20,8;9,16;38,12;0;100,34;6,32;122,62;8739,7754;6060,1221;3701,4922;2358,6301;5602,0288;5434,123;2971,4204;2462,7029;4317,7549;0,984
2021/09/22;5,03;6,01;0,59;424,84;112,91;31,01;5,16;18,08;5,98;24,62;0;100,3;4,09;123,69;8684,8916;6053,8008;3695,2656;2358,5354;5488,3438;5817,9653;3473,7917;2344,1733;5040,0615;0,9844
2021/09/23;4,99;5,67;0,59;420,75;108;30,58;10,87;20,72;8,97;38,5;0;100,37;5,56;106,31;8629,7275;5956,186;3484,7424;2471,4436;5300,1714;5172,5562;2606,4426;2566,1135;3869,4644;0,9847
2021/09/24;5,34;5,51;0,62;407,49;103,55;31,65;8,79;20,22;8;33;0;100,52;5,53;139,56;8574,1777;6019,5156;3644,1672;2375,3484;5617,8408;5921,4834;3512,2793;2409,2041;5454,6738;0,9858
2021/09/25;5,95;5,99;0,7;383,75;111,66;32,21;3,74;17,98;4,94;17,69;0;100,6;2,84;225,31;8518,3828;6162,938;3883,9917;2278,9463;6136,2119;6162,938;3883,9917;2278,9463;6136,2119;0,9865
2021/09/26;5,21;5,77;0,62;399,95;108,14;30,45;5,95;18,2;5,86;22,56;0;100,67;2,2;94,88;8462,3516;5992,6104;3703,7366;2288,8738;5763,1777;4445,7231;1555,8417;2889,8813;2602,8877;0,9868
2021/09/27;5,7;5,73;0,68;387,2;108,26;30,23;9,47;19,85;7,63;32,12;0;100,6;2,89;142,25;8405,9824;5888,3281;3437,4836;2450,8447;5372,1392;5888,3281;3437,4836;2450,8447;5372,1392;0,9878
2021/09/28;5,45;5,51;0,66;400,02;105,57;28,71;13,01;20,86;9,58;42,25;0;100,62;4,51;92,94;8349,4092;5897,9214;3574,6978;2323,2236;5702,7163;5881,085;3571,8635;2309,2214;5675,7251;0,9833
2021/09/29;5,48;5,48;0,66;399,55;105,13;28,46;16,42;22,44;11,66;50,81;0;100,76;3,56;82,44;8292,6475;5720,5552;3123,9944;2596,5608;4911,2764;5720,5552;3123,9944;2596,5608;4911,2764;0,9837
2021/09/30;5,63;5,67;0,69;374,15;108,29;26,27;13,55;19,9;9,83;48,5;0;101,05;5,15;86,44;8235,6016;5573,2729;2998,1318;2575,1411;4659,5078;5573,2729;2998,1318;2575,1411;4659,5078;0,9847
2021/10/01;5,44;5,43;0,67;379,17;103,42;25,78;12,3;19,04;8,91;45,5;0;100,86;3,4;113,12;8178,3999;5467,4424;2786,2161;2681,2263;4343,9639;5418,0459;2758,3071;2659,7388;4263,6494;0,9854
2021/10/02;5,03;5,23;0,62;387,21;99,49;26,78;11,81;19,3;8,67;41,56;0;100,49;4,55;127,69;8121,0586;5357,3921;2664,3408;2693,0515;4195,2559;5357,3921;2664,3408;2693,0515;4195,2559;0,9806
2021/10/03;5,12;5,11;0,64;386,71;96,66;27,63;9,01;18,32;7,39;35,31;0;100,39;5,96;141,62;8063,4927;5473,2095;2916,6155;2556,5938;4628,1753;5322,4653;2801,9517;2520,5137;4392,8086;0,9816
2021/10/04;5,31;5,31;0,67;380,35;99,14;28,93;5,37;17,15;5,55;23,38;0;100,46;5,8;163,19;8005,8296;5682,1123;3496,1663;2185,946;5701,9175;5682,1123;3496,1663;2185,946;5701,9175;0,9823
2021/10/05;4,92;5,3;0,62;386,91;99,4;28,89;5,92;17,4;5,8;24,62;0;100,47;5,49;220,81;7948,0776;5626,3521;3383,2937;2243,0583;5557,1309;5237,1353;3075,0437;2162,0916;4854,1567;0,9826
2021/10/06;5,28;5,36;0,67;386,66;102,48;26,46;10,28;18,37;8;38,06;0;100,56;2,38;127,06;7890,1626;5634,2241;3750,0952;1884,1288;6135,1948;5418,0933;3419,6877;1998,4052;5398,0752;0,9837
2021/10/07;5,08;5,46;0,66;372,93;104,47;24,71;14,14;19,42;10,13;54;0;100,53;3,61;60,19;7832,2129;5531,3721;3661,1992;1870,1729;6060,5503;5504,3735;3655,6907;1848,6827;6017,1294;0,9792
2021/10/08;5,15;5,39;0,67;352,7;101,87;24,28;11,04;17,66;8,18;44,38;0;100,48;3,36;58,62;7774,2017;5505,2002;3647,9775;1857,2224;6023,7939;5477,2876;3640,6177;1836,6699;5964,3311;0,9646
2021/10/09;5,06;5,24;0,66;350,49;98,34;24,24;9,9;17,07;7,63;41,38;0,01;100,48;2,55;120,69;7716,1978;5449,7578;3591,4934;1858,2645;5966,918;5000,9575;3219,4646;1781,4932;5060,0591;0,9854
2021/10/10;4,88;5,23;0,64;358,16;99,27;22,76;9,58;16,17;7,45;44,69;0,15;100,62;2,96;72,81;7658,1162;5399,0776;3510,8972;1888,1803;5870,6162;5373,3818;3504,5269;1868,8552;5817,4512;0,9865
2021/10/11;5,38;5,43;0,71;353,09;103,54;22,08;10,14;16,11;7,69;48,81;0;100,93;2,38;166,44;7600,0811;5509,7241;3878,6904;1631,0336;6646,1362;5484,3887;3871,5745;1612,8141;6585,9561;0,9872
2021/10/12;4,27;5,24;0,57;368,56;98,73;23,88;7,98;15,93;6,65;37,19;0;100,57;3,63;202,25;7542,0688;5212,3184;2902,4839;2309,8345;4878,3662;3738,5662;1191,3998;2547,1663;1741,3944;0,9826
2021/10/13;4,2;4,79;0,57;367,77;89,48;23,31;6,26;14,79;5,92;33,88;0,01;100,16;4,14;226,44;7484,1572;4599,291;1508,5913;3090,6995;2440,864;4000,9543;1147,3213;2853,6331;1778,3964;0,983
2021/10/14;4,93;5,17;0,67;336,66;96,65;20,28;6,01;13,15;5,92;41,44;0;100,63;3,9;68,19;7426,249;5396,8091;3799,5322;1597,2769;6493,9849;5353,1675;3788,4688;1564,6985;6421,6191;0,984
2021/10/15;5,32;5,46;0,73;311,23;100,34;18,4;1,8;10,1;4,27;33,94;0;100,99;1,97;176,44;7368,479;5616,5068;4414,6392;1201,8673;7859,4468;5523,0278;4354,3901;1168,6376;7504,2153;0,9847
2021/10/16;4,54;5,25;0,62;333,13;95,59;19,05;-0,32;9,37;3,66;28,19;0;100,86;2,98;188,94;7310,8223;5377,2886;3857,1624;1520,1262;6880,2998;4461,5576;2700,6794;1760,8781;4542,0898;0,9854
2021/10/17;4,17;4,98;0,58;354,35;92,63;21,16;0,15;10,66;3,85;25;0;100,78;1,73;128,56;7253,3521;5202,1914;3604,4756;1597,7156;6389,0376;3756,158;1693,3594;2062,7986;2665,0588;0,9806
2021/10/18;4,91;5,02;0,69;351,94;93,6;21,67;5,74;13,7;5,74;36,81;0,01;100,96;3,38;81,19;7196,0093;5258,522;3740,6133;1517,9089;6638,8428;5153,8389;3679,9834;1473,8557;6341,1167;0,9816
2021/10/19;4,89;5,01;0,7;337,6;94,3;19,61;11,03;15,32;8,24;61,5;0,02;101,43;5,75;68,5;7138,812;5242,0771;3870,5232;1371,5538;6931,5781;5198,9487;3850,1362;1348,8124;6777,3774;0,9823
2021/10/20;4,87;4,91;0,7;348,06;93,34;19,88;11,71;15,8;8,54;63,44;0,04;101,4;5,01;73,62;7081,8691;5240,9736;4007,3059;1233,6677;7324,0679;5159,7529;3956,5347;1203,2183;7004,9326;0,983
2021/10/21;4,59;4,7;0,66;362,98;90,21;21,56;13,3;17,43;9,46;62,69;0,02;100,89;4,01;109,94;7025,1548;4355,647;1830,8376;2524,8093;3143,0686;4245,3403;1765,3071;2480,0334;3012,3635;0,9837
2021/10/22;4,14;4,56;0,6;369,12;87,02;23;8,8;15,9;7,08;42,31;0;100,42;2,99;105,25;6968,7451;3910,1541;1131,5902;2778,564;1954,7012;3812,0706;1083,8662;2728,2043;1875,9148;0,984
2021/10/23;3,55;4,18;0,52;385,32;79,38;22,7;10,62;16,66;8,12;47,88;0,03;100,26;3,2;108,75;6912,5732;4278,3716;1874,5996;2403,772;3236,0527;2729,4429;365,1573;2364,2856;670,449;0,9847
2021/10/24;3,84;4,27;0,57;368,72;80,45;21,71;11,93;16,82;8,85;56,69;0,35;100,56;3,21;215,62;6856,7007;4545,0737;2404,5771;2140,4966;4239,3701;4206,2061;1990,1595;2216,0466;3610,6572;0,9854
2021/10/25;4,43;4,62;0,66;355,59;87,38;20,1;9,44;14,77;7,32;52,31;0;100,66;3,43;241,81;6801,1514;4935,6118;3469,5256;1466,0863;6494,9751;4838,3169;3429,6689;1408,6477;6288,3984;0,9861
2021/10/26;4,47;4,56;0,67;361,76;87,38;20,98;11,44;16,2;8,42;56,12;0,03;100,75;2,35;167;6745,9497;4891,6938;3588,7512;1302,9425;6721,2627;4788,667;3483,9719;1304,6953;6340,2866;0,9868
2021/10/27;3,98;4,49;0,6;354,33;85,42;20,51;11,76;16,13;8,54;58,31;1,02;100,77;3,37;166;6691,1636;4611,7373;2711,3442;1900,3932;5065,4907;3676,4316;1814,4258;1862,0059;3111,376;0,9819
2021/10/28;4,27;4,48;0,65;344,52;85,37;19,48;11,76;15,62;8,54;63;0,02;100,74;2,38;188,44;6636,7446;4666,1538;3052,8225;1613,3313;5712,1567;3927,55;2307,5459;1620,0044;4111,2168;0,983
2021/10/29;4,34;4,47;0,67;339,2;84,07;20,32;9,55;14,94;7,45;52,88;0;100,7;2,8;205,88;6582,7485;4688,5444;3155,2566;1533,2878;6001,6064;4502,4746;2925,4727;1577,0021;5432,9536;0,9833
2021/10/30;3,73;4,25;0,58;356,41;79,77;21,05;5,63;13,34;5,68;38,25;0;100,72;4,73;235,5;6529,1997;4621,9595;3108,4963;1513,4629;5888,7446;4300,5635;2807,6196;1492,9438;5109,7939;0,984
2021/10/31;4,18;4,27;0,66;352,88;79,66;22,37;3,79;13,08;5;30,25;0;100,56;5,35;243,38;6476,125;4520,2168;2929,3459;1590,8707;5539,873;4476,7778;2918,7227;1558,0552;5467,8618;0,9847
2021/11/01;4,25;4,3;0,67;360,34;82,77;23,37;9,41;16,39;7,57;42,25;0;100,31;4,89;256,56;6423,5488;4518,832;3146,0388;1372,7931;6066,1177;4477,8628;3137,8142;1340,0483;6011,0381;0,9802
2021/11/02;4,33;4,32;0,69;356,29;82,07;23,48;9,18;16,33;7,32;41,19;0;100,36;3,59;257,56;6371,4976;4572,7046;3395,2422;1177,4625;6573,9448;4527,8535;3378,9429;1148,9103;6460,4551;0,9809
2021/11/03;4,28;4,28;0,69;354,43;80,23;24,68;4,76;14,72;5,55;31,75;0;100;6,41;200,25;6319,9971;4525,1064;3227,0325;1298,0741;6367,7129;4481,9209;3212,1243;1269,7969;6260,0601;0,9816
2021/11/04;3,31;4,13;0,53;365,77;77,33;21,16;4,47;12,81;5,37;34,31;0;99,91;4,23;256,25;6269,1191;4347,52;2406,7095;1940,8104;4672,9644;3088,0261;1387,5972;1700,4288;2712,2034;0,9819
2021/11/05;2,98;3,82;0,48;362,09;70,87;18,96;3,31;11,14;4,82;36;0;100,18;2,76;334;6218,8047;4212,6963;2318,5483;1894,1482;4487,1846;2245,1917;126,8981;2118,2935;310,5499;0,9826
2021/11/06;2,93;3,92;0,48;346,9;73,41;16,86;2,37;9,62;4,52;38,88;0;100,32;4,23;309,81;6169,1616;4197,7466;2357,718;1840,0287;4679,4873;3095,0496;1571,9664;1523,0833;3098,6746;0,983
2021/11/07;3,8;4,15;0,63;320,84;76,24;16,05;0,5;8,27;3,97;36,56;0;100,45;2,02;274,25;6120,1421;4426,7734;2987,7092;1439,0643;6024,8115;2718,2861;542,4514;2175,8347;1292,222;0,9837
2021/11/08;4,02;4,13;0,67;319,49;77,42;15,27;1,81;8,54;4,33;40,94;0;100,28;2,3;246,44;6071,7998;4487,2344;3357,8115;1129,4226;6899,9805;4306,1592;3227,4971;1078,6624;6266,9878;0,9844
2021/11/09;3,89;4,03;0,66;311,85;74,1;14,26;4,07;9,16;5,07;52,19;0;100,3;3,33;216,31;6024,1592;4256,2788;2837,813;1418,4658;5658,6357;3698,2249;2057,3826;1640,8424;3837,6199;0,9854
2021/11/10;3,9;4,2;0,66;308,55;77,7;14,53;3,41;8,98;4,82;48,94;0;100,76;3,15;232,06;5977,2979;4383,2974;3276,0725;1107,2247;6783,5854;3778,7468;2474,2441;1304,5027;4966,1919;0,9858
2021/11/11;4,14;4,23;0,71;297,3;77,55;14,21;0,36;7,28;3,91;40,88;0;100,87;3,65;217,38;5931,1558;4355,6792;3187,5549;1168,1243;6601,5483;4252,3325;3130,407;1121,9255;6280,1836;0,9861
2021/11/12;3,51;4,19;0,6;312,65;76,04;15,34;-1,2;7,07;3,48;33,75;0;100,69;3,55;177,31;5885,7871;4366,9058;3314,2708;1052,6348;6960,1211;2702,7456;508,2597;2194,4858;1547,6298;0,9816
2021/11/13;3,22;3,96;0,56;323,08;72,77;15,73;0,3;8,01;3,91;36,62;0;100,55;3,29;78,69;5841,2671;4271,0713;3101,8022;1169,2692;6578,498;2887,5393;1041,6254;1845,9139;1966,4501;0,9819
2021/11/14;3,92;3,97;0,69;310,26;73,32;14,64;2,18;8,41;4,58;48,25;0,03;100,57;2,78;198,81;5797,5396;4279,2993;3186,7429;1092,5566;6769,0752;4128,2661;3086,3218;1041,9443;6250,2632;0,9826
2021/11/15;3,88;4,04;0,68;304,87;73,04;14,81;-1,67;6,57;3,36;33,44;0;100,29;5,04;218,38;5754,6968;4139,293;2913,7756;1225,5172;6104,2183;3888,7246;2560,2056;1328,5192;5191,9043;0,983
2021/11/16;3,67;3,88;0,65;323,24;72,03;14,91;4,02;9,47;5,13;48,69;0;100,2;4,31;254,44;5712,7471;3963,1643;2516,2778;1446,8862;5378,0576;3661,7156;2333,2451;1328,4705;4793,4448;0,9833
2021/11/17;3,68;3,95;0,66;311,86;73,88;14,27;6,65;10,47;6,1;63,06;0;100,51;3,16;257;5671,6396;4086,5388;3012,1221;1074,4166;6291,3291;3716,4207;2508,0215;1208,3993;5091,3804;0,9788
2021/11/18;3,59;3,87;0,65;314,27;71,43;15,22;4,28;9,75;5,13;50;0;101,04;2,89;76,81;5631,5024;3922,3572;2447,6755;1474,6816;5186,5034;3521,9653;2193,5706;1328,3948;4328,5513;0,9792
2021/11/19;3,55;3,83;0,64;320,15;72,52;14,93;9,4;12,16;7,26;72,44;0;101,42;5,16;58,69;5592,2534;3922,6804;2677,6736;1245,0067;5690,0996;2201,0476;278,5182;1922,5295;724,6005;0,9799
2021/11/20;3,64;3,8;0,66;323,76;72,02;14,62;10,58;12,6;7,87;78,44;0,02;101,27;3,77;70,62;5554,0195;3956,9866;2785,0737;1171,913;6023,0527;3492,5886;2308,3933;1184,1953;4541,8462;0,9802
2021/11/21;2,33;3,61;0,43;355,08;68,59;15,67;9,73;12,7;7,51;70,75;0,05;100,62;2,81;205;5516,7539;3884,7158;2676,2681;1208,4479;5816,4478;2101,8113;555,097;1546,7141;1431,7687;0,9806
2021/11/22;2,39;3,47;0,45;350,64;65,03;16,95;8,08;12,51;6,71;56,88;0,1;100,3;2,6;212,81;5480,4653;3821,5444;2587,877;1233,6674;5683,9692;2511,3799;1093,3873;1417,9927;2252,7344;0,9812
2021/11/23;3,57;3,58;0,66;336,11;67,71;16,16;8,73;12,44;7,02;62,88;0,08;100,48;2,44;242,56;5445,2339;3794,4578;2395,3762;1399,0815;5294,3608;3648,3252;2336,7471;1311,578;5021,8154;0,9816
2021/11/24;3,47;3,62;0,65;335,1;67,92;16,55;7,03;11,79;6,23;55,31;0;100,49;2,27;127,81;5411,0376;3949,8892;2879,0657;1070,8236;6392,7168;3813,8118;2725,2737;1088,5381;5758,1323;0,9819
2021/11/25;1,95;3,44;0,37;342,89;64,66;14,44;5,42;9,93;5,62;55;3,13;100,09;3,36;226;5377,8813;3813,9995;2637,0911;1176,9084;5783,4707;1973,8239;736,8995;1236,9243;1971,1201;0,9826
2021/11/26;3,08;3,63;0,59;314,72;66,32;12,6;2,32;7,46;4,52;51,31;0;100,22;3,5;208,44;5345,8818;3706,7908;2345,7336;1361,0573;5088,9878;2079,458;329,4372;1750,0208;736,295;0,9826
2021/11/27;3,18;3,41;0,61;329,35;62,97;12,63;5,5;9,06;5,68;62,5;3,42;99,93;3,02;251,88;5314,9463;3671,1431;2369,8008;1301,3422;5232,5903;2687,4277;1134,4727;1552,955;2298,3291;0,983
2021/11/28;2,24;3,43;0,43;322,65;63,56;11,74;4,1;7,92;5,31;62,38;11,07;100,05;5,45;276,31;5285,1279;3724,2566;2606,0244;1118,2321;5824,1948;1993,1154;269,1118;1724,0035;862,6257;0,9781
2021/11/29;3,35;3,34;0,65;280,12;61,03;10,48;0,4;5,44;3,91;50,88;0;100,83;7,7;250,75;5256,4199;3713,356;2497,5315;1215,8245;5545,6099;3546,5925;2375,3892;1171,2035;4927,5239;0,984
2021/11/30;3,64;3,67;0,71;291,85;68,05;11,44;4,38;7,9;5,13;64,31;0;101,49;1,73;161,25;5228,9058;3725,4998;2674,8623;1050,6375;6059,5898;2953,5161;1370,6151;1582,9011;3031,604;0,9792
2021/12/01;3,43;3,59;0,67;294,68;65,83;10,19;3,78;6,98;4,94;66,12;0;101,36;2,96;197,19;5202,5625;3679,9275;2517,6091;1162,3184;5690,7261;3368,3584;2199,406;1168,9524;4468,6685;0,9847
2021/12/02;3,27;3,44;0,64;289,84;62,36;10,44;2,94;6,69;4,7;61,81;0;100,29;5,84;211,25;5177,4082;3793,9072;2802,0349;991,8723;6343,5669;3760,9026;2781,5586;979,3441;6169,979;0,9851
2021/12/03;3,16;3,58;0,62;296,79;66,16;10,15;2,92;6,54;4,7;62,19;0,11;100,3;5,6;288,81;5153,4585;3746,2795;2850,9551;895,3246;6516,3354;2309,8042;260,5106;2049,2937;646,071;0,9854
2021/12/04;3,48;3,7;0,69;280,07;66,95;8,16;-1,07;3,55;3,48;53,31;0;101,29;3,45;278,25;5130,7769;3783,8433;2889,7102;894,1331;6686,3828;3643,2737;2791,9026;851,3712;6121,9019;0,9802
2021/12/05;3,34;3,52;0,66;284,12;64,06;8,34;-1,41;3,47;3,42;51,44;0;100,74;5,47;230,25;5109,2959;3780,387;2923,6106;856,7763;6922,4644;3640,8811;2818,1873;822,694;6295,6846;0,9806
2021/12/06;3,3;3,49;0,66;291,27;63,2;10,25;2,42;6,33;4,58;61,31;0;100,65;6,95;295,94;5089,0537;3786,3379;2899,321;887,0168;6709,9448;3645,844;2757,6597;888,1844;5963,5669;0,9809
2021/12/07;3,28;3,63;0,66;279,84;66,45;8,5;1,65;5,08;4,27;65;0;101,35;4,02;267,12;5070,0825;3794,2549;2993,2175;801,0374;7086,7583;3662,9512;2899,5898;763,3612;6545,4668;0,9812
2021/12/08;3,22;3,47;0,65;277,44;62,43;8,89;-1,5;3,69;3,36;49,62;0;100,88;5,91;221,06;5052,3833;3736,752;2811,6592;925,0927;6635,897;2976,1152;1700,3302;1275,785;3531,8955;0,9816
2021/12/09;3,26;3,52;0,66;283,46;64,16;10,39;1,23;5,81;4,27;56,31;0,01;100,7;5,92;285,12;5036,0176;3682,1292;2741,8127;940,3165;6224,9038;3454,6655;2552,9189;901,7466;5390,3511;0,9816
2021/12/10;3,11;3,34;0,63;297,05;61,77;9,69;-0,69;4,5;3,6;49,75;0;100,87;5,7;241,44;5020,9512;3531,6763;2522,7202;1008,9561;5739,7715;3365,0576;2344,1599;1020,8978;4969,9121;0,9816
2021/12/11;3,07;3,35;0,62;319,53;63,13;11,26;4,55;7,9;5,31;65,31;0,02;100,55;4,95;231,25;5007,1597;3507,3533;2486,8171;1020,5363;5839,126;3197,7493;2204,9011;992,848;4759,5396;0,9819
2021/12/12;3,27;3,59;0,66;290,57;65,23;9,79;1,31;5,55;4,15;57,5;0;101,31;2,88;175,5;4994,6763;3601,7207;2628,9453;972,7755;6121,4351;3329,8958;2401,0217;928,874;5141,9199;0,9823
2021/12/13;3,38;3,6;0,69;276,07;65,31;8,35;0,31;4,33;3,85;58,94;0;101,71;1,69;95,69;4983,5679;3610,4065;2602,0911;1008,3153;6118,356;3498,5615;2534,2668;964,2946;5689,8945;0,9823
2021/12/14;3,21;3,56;0,66;275,36;65,34;8,49;-0,97;3,76;3,48;52,5;0;101,61;1,29;222,38;4973,7812;3663,0679;2770,6094;892,4586;6584,1313;3491,9087;2644,5361;847,3727;5872,291;0,9823
2021/12/15;3,4;3,55;0,7;270,3;65,23;8,09;-1,39;3,35;3,36;52,31;0;101,46;1,45;101,75;4965,3027;3676,5293;2848,8137;827,7156;6865,0757;3205,8708;2222,0798;983,791;4708,2925;0,9826
2021/12/16;3,33;3,52;0,68;274,07;63,79;7,83;0;3,91;3,78;59,81;0,22;101,58;2,79;75,75;4958,2163;3611,7351;2661,123;950,6121;6370,4995;3457,793;2556,5022;901,2909;5807,0132;0,9826
2021/12/17;3,19;3,43;0,66;278,16;62,1;8,4;0,66;4,54;3,91;60,69;0;101,71;2,91;86,44;4952,4658;3531,115;2457,1731;1073,9419;5840,3457;3371,9631;2347,8289;1024,1343;5246,4355;0,9774
2021/12/18;3,22;3,43;0,66;281,23;63,23;9,21;3,85;6,53;4,94;71,25;0;101,63;2,09;166,69;4948,0835;3456,5691;2353,1636;1103,4054;5533,5537;2973,3572;1834,1025;1139,2548;3792,6277;0,9774
